json_path,img_path,label_c,label_u,label_w,label_p,label_a,bbox_coord
../skintelligent-1-sep-2019/RS_Clean images/25-5084829-18fe67a4ca0a677bc2a3fabdf7133bf5.json,RS_Clean images_cropped/25-5084829-18fe67a4ca0a677bc2a3fabdf7133bf5.jpg,1,2,1,1,1,[ 23.33807919   0.         274.63589957 340.           0.99998748]
../skintelligent-1-sep-2019/RS_Clean images/25-4690029-24674ca4e101efa07c0aeb60c4b1487e.json,RS_Clean images_cropped/25-4690029-24674ca4e101efa07c0aeb60c4b1487e.jpg,1,2,1,1,1,[ 67.86496452   0.         269.8390973  252.01995801   0.99999547]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-after-1537668-2130622.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-after-1537668-2130622.jpg,1,1,3,1,1,[  9.45320517   0.         340.         453.           0.99997592]
../skintelligent-1-sep-2019/brightness/Skin-Lightening-after-7109092-3554247.json,Google_Clean images_cropped/brightness/Skin-Lightening-after-7109092-3554247.png,1,1,1,3,1,[ 33.07827874   0.         282.6252072  340.           0.9997856 ]
../skintelligent-1-sep-2019/RS_Clean images/25-7859583-d732f0cc0c45c4d4e6750f0486bef4c2.json,RS_Clean images_cropped/25-7859583-d732f0cc0c45c4d4e6750f0486bef4c2.jpg,2,3,3,2,1,[  0.           0.         340.         340.           0.99995613]
../skintelligent-1-sep-2019/crows feet/0eaf8a64ea52e9ff28bdb232de04dcb52.json,Google_Clean images_cropped/crows feet/0eaf8a64ea52e9ff28bdb232de04dcb52.jpg,3,3,1,1,1,[  0.           0.         267.         371.           0.99926311]
../skintelligent-1-sep-2019/RS_Clean images/106611-7618437-942c7245abf607bf2e0ce67f14d78ad2.json,RS_Clean images_cropped/106611-7618437-942c7245abf607bf2e0ce67f14d78ad2.jpg,2,3,3,2,1,[ 78.12343115  14.78572197 232.03493991 231.02798004   0.99792659]
../skintelligent-1-sep-2019/pigmentation/121_left.json,Google_Clean images_cropped/pigmentation/121_left.png,2,1,2,3,1,[  0.           0.         250.         334.           0.99874842]
../skintelligent-1-sep-2019/sagging skin/73_left.json,Google_Clean images_cropped/sagging skin/73_left.png,2,3,2,2,1,"[6.63708149e+01 0.00000000e+00 1.57226138e+03 1.76200000e+03
 1.00000000e+00]"
../skintelligent-1-sep-2019/brightness/Skin-Lightening-before-8662929-4052251.json,Google_Clean images_cropped/brightness/Skin-Lightening-before-8662929-4052251.png,1,2,1,3,1,[  4.95211509   0.         260.         322.           0.9999752 ]
../skintelligent-1-sep-2019/RS_Clean images/106611-7771343-a7c5782fc5a808f9d5117983f4c44b1d.json,RS_Clean images_cropped/106611-7771343-a7c5782fc5a808f9d5117983f4c44b1d.jpg,1,1,1,1,1,[ 64.84369911   0.         274.93239891 312.13078499   0.99996305]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-before-5879560-3274296.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-before-5879560-3274296.png,1,1,1,3,1,[  9.24474448   0.         328.27390189 340.           0.99999654]
../skintelligent-1-sep-2019/RS_Clean images/25-130990-cad7b91321bdf97caf4b7fcddacac922.json,RS_Clean images_cropped/25-130990-cad7b91321bdf97caf4b7fcddacac922.jpg,2,1,1,2,2,
../skintelligent-1-sep-2019/RS_Clean images/237-3417721-e6e53986ce1accebf8d9273d9ab4df97.json,RS_Clean images_cropped/237-3417721-e6e53986ce1accebf8d9273d9ab4df97.jpg,1,1,2,2,1,[  9.15229125   0.         332.43616025 340.           0.99982291]
../skintelligent-1-sep-2019/RS_Clean images/25-8822646-e99560bb450ee25ee0f8c6156cbcbb9a.json,RS_Clean images_cropped/25-8822646-e99560bb450ee25ee0f8c6156cbcbb9a.jpg,1,1,1,2,1,[ 37.58718234   0.         285.13428695 324.71457794   0.99982232]
../skintelligent-1-sep-2019/RS_Clean images/25-4401257-71dd64361f448b40f18bc44d9db498a0.json,RS_Clean images_cropped/25-4401257-71dd64361f448b40f18bc44d9db498a0.jpg,2,1,1,1,1,[  3.18537599   0.         340.         340.           0.99996805]
../skintelligent-1-sep-2019/pigmentation/95_left.json,Google_Clean images_cropped/pigmentation/95_left.png,1,1,1,3,2,[  0.           0.         533.29313596 721.           0.99977916]
../skintelligent-1-sep-2019/acne/43_left.json,Google_Clean images_cropped/acne/43_left.png,1,2,1,1,1,[  7.44116319   0.         319.44840859 360.           0.99992526]
../skintelligent-1-sep-2019/RS_Clean images/25-3244595-af833e13000e0b17d3ba216294bd4e73.json,RS_Clean images_cropped/25-3244595-af833e13000e0b17d3ba216294bd4e73.jpg,1,1,1,1,1,[ 43.73821165   0.         299.5619418  320.81344342   0.99994659]
../skintelligent-1-sep-2019/RS_Clean images/237-6047656-54559a375f33572faa0cc7a4a854b7fa.json,RS_Clean images_cropped/237-6047656-54559a375f33572faa0cc7a4a854b7fa.jpg,2,3,3,2,1,[  3.63846077   0.         340.         430.55350293   0.99992967]
../skintelligent-1-sep-2019/crows feet/img-botox-men.json,Google_Clean images_cropped/crows feet/img-botox-men.jpg,2,1,1,1,1,[ 45.62573833   0.         250.69979815 263.32750956   0.99999309]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-after-7539981-3675896.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-after-7539981-3675896.png,1,1,1,1,1,[ 19.51093498   0.         308.22041888 340.           0.99999857]
../skintelligent-1-sep-2019/RS_Clean images/25-7108486-b793b3f2c1b73d90bb2b1499428b02a0.json,RS_Clean images_cropped/25-7108486-b793b3f2c1b73d90bb2b1499428b02a0.jpg,1,2,1,2,1,[  0.           0.         340.         340.           0.99973637]
../skintelligent-1-sep-2019/crows feet/490628568.json,Google_Clean images_cropped/crows feet/490628568.jpg,2,2,1,1,1,"[2.95593330e+02 0.00000000e+00 1.86832623e+03 2.00000000e+03
 9.99999762e-01]"
../skintelligent-1-sep-2019/pigmentation/37_left.json,Google_Clean images_cropped/pigmentation/37_left.png,1,1,1,3,1,[  1.84762318   0.         106.3541935  133.           0.99998868]
../skintelligent-1-sep-2019/RS_Clean images/106611-8265341-78af248e9eb46f83e2e9ea12073a4dc4.json,RS_Clean images_cropped/106611-8265341-78af248e9eb46f83e2e9ea12073a4dc4.jpg,3,2,3,2,1,[ 89.48064733   0.         257.02613425 232.73864338   1.        ]
../skintelligent-1-sep-2019/RS_Clean images/106611-7865076-a6d991f02db9623f211dc7578ee5428b.json,RS_Clean images_cropped/106611-7865076-a6d991f02db9623f211dc7578ee5428b.jpg,1,2,1,2,1,[ 63.02449997   0.         247.08691321 283.88719761   0.99990809]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-442075.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-442075.jpg,1,3,1,1,1,[  0.           0.         307.48608826 445.37263081   0.99999344]
../skintelligent-1-sep-2019/skin tone and uneveness/116_left.json,Google_Clean images_cropped/skin tone and uneveness/116_left.png,1,1,1,3,1,[  0.           0.         375.         400.           0.99978417]
../skintelligent-1-sep-2019/RS_Clean images/215-1106735-68c39b43573500864e798236abff085f.json,RS_Clean images_cropped/215-1106735-68c39b43573500864e798236abff085f.jpg,1,1,1,1,3,[ 11.90767953   0.         340.         425.44972983   0.99988949]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-after-1046934-1862195.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-after-1046934-1862195.jpg,2,2,1,2,1,[  0.           0.         333.83543634 422.           0.9999181 ]
../skintelligent-1-sep-2019/RS_Clean images/25-8265511-692e98c12f6d1ee024eb64e623cc61f1.json,RS_Clean images_cropped/25-8265511-692e98c12f6d1ee024eb64e623cc61f1.jpg,1,1,1,1,1,[ 13.82033873   0.         249.         465.85699962   0.99996436]
../skintelligent-1-sep-2019/under eye bags/420135-3446163.json,Google_Clean images_cropped/under eye bags/420135-3446163.jpg,1,3,1,1,1,[  0.           0.         339.16627328 446.           0.9998678 ]
../skintelligent-1-sep-2019/RS_Clean images/25-1866766-0295005479fe81f2032ffd18ab2c10b8.json,RS_Clean images_cropped/25-1866766-0295005479fe81f2032ffd18ab2c10b8.jpg,2,3,3,1,1,[ 14.35021899   0.         295.98275819 340.           0.99546838]
../skintelligent-1-sep-2019/RS_Clean images/25-3623954-3cf9f9991f63de92d67bab96e4a72591.json,RS_Clean images_cropped/25-3623954-3cf9f9991f63de92d67bab96e4a72591.jpg,2,3,2,1,1,[  2.10508199   0.         340.         340.           0.99925381]
../skintelligent-1-sep-2019/RS_Clean images/237-3932869-b2ae0596f0661a08dd0177a687bf1187.json,RS_Clean images_cropped/237-3932869-b2ae0596f0661a08dd0177a687bf1187.jpg,2,2,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-6989876-2185f12d57264b77f4e707052592253c.json,RS_Clean images_cropped/106611-6989876-2185f12d57264b77f4e707052592253c.jpg,1,1,1,2,1,[ 16.2848878    0.         328.4287739  340.           0.99995458]
../skintelligent-1-sep-2019/RS_Clean images/25-6427267-6c68d9c5252ac9fb51ba7d86c3d9cf58.json,RS_Clean images_cropped/25-6427267-6c68d9c5252ac9fb51ba7d86c3d9cf58.jpg,2,2,1,2,1,[  0.           0.         340.         340.           0.99767131]
../skintelligent-1-sep-2019/RS_Clean images/25-6170442-5213aede80bfca36b98468db1faa2e2c.json,RS_Clean images_cropped/25-6170442-5213aede80bfca36b98468db1faa2e2c.jpg,2,3,2,3,1,"[6.72062457e-02 0.00000000e+00 3.40000000e+02 3.40000000e+02
 9.99959707e-01]"
../skintelligent-1-sep-2019/brightness/Skin-Lightening-before-8662908-4052245.json,Google_Clean images_cropped/brightness/Skin-Lightening-before-8662908-4052245.png,1,2,1,3,1,[  0.           0.         258.         321.           0.99995852]
../skintelligent-1-sep-2019/fine lines/Dysport-before-3787461-2847976.json,Google_Clean images_cropped/fine lines/Dysport-before-3787461-2847976.png,1,1,1,3,1,[ 43.50015525   0.         287.95584013 321.01605283   0.99999976]
../skintelligent-1-sep-2019/pigmentation/70_left.json,Google_Clean images_cropped/pigmentation/70_left.png,1,1,1,2,1,[  0.           0.         147.18711377 171.           0.99999249]
../skintelligent-1-sep-2019/RS_Clean images/106611-8618484-1612baebdc36e5b5589f88f6baccb761.json,RS_Clean images_cropped/106611-8618484-1612baebdc36e5b5589f88f6baccb761.jpg,1,2,1,1,2,[  0.           0.         340.         271.           0.99999905]
../skintelligent-1-sep-2019/RS_Clean images/25-5554303-f1c2aedff92ba44572bd033571da254f.json,RS_Clean images_cropped/25-5554303-f1c2aedff92ba44572bd033571da254f.jpg,1,2,2,2,1,[ 54.35699556   0.         297.82174739 325.52368301   0.99995041]
../skintelligent-1-sep-2019/brightness/Blue-Peel-after-941241-1330949.json,Google_Clean images_cropped/brightness/Blue-Peel-after-941241-1330949.jpg,3,2,2,1,1,[  4.36168751  18.44041199 339.61820111 509.           0.9992016 ]
../skintelligent-1-sep-2019/crows feet/fotolia_1759507_XS.json,Google_Clean images_cropped/crows feet/fotolia_1759507_XS.jpg,1,1,1,1,1,[  0.           0.         475.63839149 425.           0.99999964]
../skintelligent-1-sep-2019/pigmentation/92_right.json,Google_Clean images_cropped/pigmentation/92_right.png,2,2,2,2,1,[  0.           0.         249.         285.           0.99995077]
../skintelligent-1-sep-2019/RS_Clean images/25-8912852-4a87cac6ced3202c6b498755d282bd13.json,RS_Clean images_cropped/25-8912852-4a87cac6ced3202c6b498755d282bd13.jpg,2,1,1,2,1,[ 93.33999701  28.48634672 246.95250443 256.7117055    0.99980742]
../skintelligent-1-sep-2019/RS_Clean images/25-1506306-4c654c05cb1f2e6ddd9ce48cd770c519.json,RS_Clean images_cropped/25-1506306-4c654c05cb1f2e6ddd9ce48cd770c519.jpg,3,2,2,1,1,[ 48.9753076    0.         285.4565724  223.           0.98917049]
../skintelligent-1-sep-2019/sagging skin/Facelift-before-240022.json,Google_Clean images_cropped/sagging skin/Facelift-before-240022.jpg,2,2,2,1,1,[ 63.45955166   0.         268.08544046 231.84317928   0.99985886]
../skintelligent-1-sep-2019/fine lines/Dysport-after-6073453-3323461.json,Google_Clean images_cropped/fine lines/Dysport-after-6073453-3323461.png,1,1,3,1,1,[ 54.79323311   0.         270.49704264 292.80004159   0.99880791]
../skintelligent-1-sep-2019/RS_Clean images/25-1895838-eb925709b9027c5afa3a162f1a1490b4.json,RS_Clean images_cropped/25-1895838-eb925709b9027c5afa3a162f1a1490b4.jpg,1,1,1,1,1,[  0.           0.         340.         340.           0.99987292]
../skintelligent-1-sep-2019/RS_Clean images/25-7290070-bffb1100abb75d9a2047dbcebff121f1.json,RS_Clean images_cropped/25-7290070-bffb1100abb75d9a2047dbcebff121f1.jpg,2,2,1,1,1,[ 13.14521036   0.         340.         438.48261687   0.99980468]
../skintelligent-1-sep-2019/crows feet/cc906f39d54673cc4713570cde786d00--the-crow-crows-feet.json,Google_Clean images_cropped/crows feet/cc906f39d54673cc4713570cde786d00--the-crow-crows-feet.jpg,3,1,1,1,1,[ 59.80003855   0.         195.16768062 169.86405622   0.99991488]
../skintelligent-1-sep-2019/RS_Clean images/215-1942845-c673355e843f195a7221f2cf35e8d8f9.json,RS_Clean images_cropped/215-1942845-c673355e843f195a7221f2cf35e8d8f9.jpg,1,1,1,3,1,[ 12.37752105   0.         303.58721668 340.           0.99997866]
../skintelligent-1-sep-2019/RS_Clean images/25-2878479-4202bdfd8ab59562828d6edd9c7f01ac.json,RS_Clean images_cropped/25-2878479-4202bdfd8ab59562828d6edd9c7f01ac.jpg,3,1,2,2,1,[ 35.84702268   0.         304.6819111  324.23963446   0.98325253]
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-after-4805121-3013961.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-after-4805121-3013961.png,1,1,1,1,1,[ 36.00331061   0.         309.97162327 340.           0.99999261]
../skintelligent-1-sep-2019/skin tone and uneveness/Juvederm-before-1760970-2246576.json,Google_Clean images_cropped/skin tone and uneveness/Juvederm-before-1760970-2246576.jpg,1,2,1,2,1,[  0.           0.         330.32162004 340.           0.99998784]
../skintelligent-1-sep-2019/RS_Clean images/25-8686127-1316eef3ec7dc783c93a19cde1cd12f1.json,RS_Clean images_cropped/25-8686127-1316eef3ec7dc783c93a19cde1cd12f1.jpg,1,2,1,1,1,[ 75.5208259    0.         275.34102062 318.46986813   0.99999273]
../skintelligent-1-sep-2019/brightness/Blue-Peel-after-8440482-3973286.json,Google_Clean images_cropped/brightness/Blue-Peel-after-8440482-3973286.png,2,2,2,1,1,[ 66.53239342   9.7432341  270.3406656  304.7871639    0.99964905]
../skintelligent-1-sep-2019/skin tone and uneveness/115_right.json,Google_Clean images_cropped/skin tone and uneveness/115_right.png,1,1,1,3,1,[  0.           0.         351.         553.           0.99999273]
../skintelligent-1-sep-2019/RS_Clean images/25-7793329-7759fea5a9af42f86bc01c69a2d83a77.json,RS_Clean images_cropped/25-7793329-7759fea5a9af42f86bc01c69a2d83a77.jpg,1,1,1,2,1,[ 36.98924598   0.         285.4741819  315.4874941    0.99999952]
../skintelligent-1-sep-2019/fine lines/Dysport-before-2930540-2693025.json,Google_Clean images_cropped/fine lines/Dysport-before-2930540-2693025.png,1,1,2,1,1,[101.82950736  51.29141159 248.16892724 267.32633162   0.99969506]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-before-1368484-2046298.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-before-1368484-2046298.jpg,2,2,1,3,1,[  0.           0.         332.68352191 455.           0.99909914]
../skintelligent-1-sep-2019/RS_Clean images/237-635089-422c5aea2834d377c90091894978156a.json,RS_Clean images_cropped/237-635089-422c5aea2834d377c90091894978156a.jpg,1,2,1,2,1,[ 13.72707127   0.         309.24918633 412.53776514   1.        ]
../skintelligent-1-sep-2019/RS_Clean images/325-311110-69c5fec5d501dd148fb66c7847b020b8.json,RS_Clean images_cropped/325-311110-69c5fec5d501dd148fb66c7847b020b8.jpg,3,3,3,1,1,[  1.25592766   0.         340.         410.           0.99968278]
../skintelligent-1-sep-2019/RS_Clean images/215-590361-84ab4211d8900e519fbe22d791f23bb8.json,RS_Clean images_cropped/215-590361-84ab4211d8900e519fbe22d791f23bb8.jpg,1,1,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/25-210434-d2519759ba29bc891254bd724b999cb9.json,RS_Clean images_cropped/25-210434-d2519759ba29bc891254bd724b999cb9.jpg,1,2,1,1,1,[ 25.89070446  25.86028753 294.82633816 451.37917003   0.99999464]
../skintelligent-1-sep-2019/RS_Clean images/215-1549852-ca18333530a8b769aeb2ed7b6b4f0eb1.json,RS_Clean images_cropped/215-1549852-ca18333530a8b769aeb2ed7b6b4f0eb1.jpg,1,1,1,3,1,
../skintelligent-1-sep-2019/acne/144_right.json,Google_Clean images_cropped/acne/144_right.png,1,2,1,2,1,"[7.00591042e+02 0.00000000e+00 2.97000000e+03 3.25829292e+03
 9.99992609e-01]"
../skintelligent-1-sep-2019/RS_Clean images/25-1077334-edee40fc1a7339a316b671900a729098.json,RS_Clean images_cropped/25-1077334-edee40fc1a7339a316b671900a729098.jpg,2,3,3,2,1,[  2.030387     0.         340.         466.           0.99992383]
../skintelligent-1-sep-2019/RS_Clean images/25-936970-cd1d7615a03704c8e2e10ae7abcabdc1.json,RS_Clean images_cropped/25-936970-cd1d7615a03704c8e2e10ae7abcabdc1.jpg,1,1,1,1,1,[  0.           0.         311.79989244 480.61281977   1.        ]
../skintelligent-1-sep-2019/crows feet/retinol-eye-cream-intro.json,Google_Clean images_cropped/crows feet/retinol-eye-cream-intro.jpg,1,1,1,1,1,[  0.           0.         348.15040825 433.           0.99995935]
../skintelligent-1-sep-2019/brightness/46_right.json,Google_Clean images_cropped/brightness/46_right.png,1,1,1,1,1,[ 38.90015957   0.         150.88764851 155.73888158   0.99992669]
../skintelligent-1-sep-2019/RS_Clean images/25-5894083-968c796a0c0853ac7065f0c36c868412.json,RS_Clean images_cropped/25-5894083-968c796a0c0853ac7065f0c36c868412.jpg,1,1,1,1,1,[ 73.5474818   29.83456505 252.29009085 308.38889119   0.99987161]
../skintelligent-1-sep-2019/RS_Clean images/237-5038854-f4b9a497bd420a6e335660ee504e5675.json,RS_Clean images_cropped/237-5038854-f4b9a497bd420a6e335660ee504e5675.jpg,2,2,2,1,1,[ 55.19116979   0.         279.45594521 300.22161354   0.99959093]
../skintelligent-1-sep-2019/brightness/82_right.json,Google_Clean images_cropped/brightness/82_right.png,1,2,1,3,1,[  0.           0.         307.86610335 665.           0.99999833]
../skintelligent-1-sep-2019/RS_Clean images/25-1389533-58c979f880e5624d4d1207b56eff0a4f.json,RS_Clean images_cropped/25-1389533-58c979f880e5624d4d1207b56eff0a4f.jpg,1,1,1,1,1,[117.28986452  29.94321109 234.81911391 209.90865741   0.99990082]
../skintelligent-1-sep-2019/RS_Clean images/25-7793286-1459c08ac16d6c7136a99ca22f1a5ffd.json,RS_Clean images_cropped/25-7793286-1459c08ac16d6c7136a99ca22f1a5ffd.jpg,1,1,2,1,1,[ 33.96614612   0.         301.9171962  340.           0.9999764 ]
../skintelligent-1-sep-2019/RS_Clean images/25-1412860-15183a3dc347d839039c5d6256faeba5.json,RS_Clean images_cropped/25-1412860-15183a3dc347d839039c5d6256faeba5.jpg,2,1,1,1,1,[ 13.49813781   0.         340.         510.           0.99994636]
../skintelligent-1-sep-2019/sagging skin/72_left.json,Google_Clean images_cropped/sagging skin/72_left.png,3,2,3,3,1,[ 13.21108286   0.         287.84271617 388.66221132   0.99982685]
../skintelligent-1-sep-2019/RS_Clean images/25-2256742-115dd0f3ff02307a95bda715ee561f76.json,RS_Clean images_cropped/25-2256742-115dd0f3ff02307a95bda715ee561f76.jpg,1,2,1,2,1,[ 24.16008319   1.94626861 233.90196012 281.           0.98506343]
../skintelligent-1-sep-2019/sagging skin/112_left.json,Google_Clean images_cropped/sagging skin/112_left.png,3,2,2,2,1,[  0.           0.         497.04651313 714.           0.99997509]
../skintelligent-1-sep-2019/fine lines/Dysport-after-4480567-2954679-T1489517276.118.json,Google_Clean images_cropped/fine lines/Dysport-after-4480567-2954679-T1489517276.118.png,1,1,3,1,1,"[1.41315132e-02 0.00000000e+00 3.40000000e+02 4.25000000e+02
 9.99961853e-01]"
../skintelligent-1-sep-2019/RS_Clean images/25-5731825-de9861cfa7843e68e6dc7d3f69221818.json,RS_Clean images_cropped/25-5731825-de9861cfa7843e68e6dc7d3f69221818.jpg,1,2,2,3,1,[  0.           0.         326.         326.           0.99998701]
../skintelligent-1-sep-2019/RS_Clean images/25-5716791-37fc46c2fdbc6dd8a5c948ee4de9541b.json,RS_Clean images_cropped/25-5716791-37fc46c2fdbc6dd8a5c948ee4de9541b.jpg,2,2,1,1,1,[ 83.88654985  17.98440981 298.94997469 321.63699604   0.99919671]
../skintelligent-1-sep-2019/RS_Clean images/237-3417653-341e8a81229788f0e4eff030bd337f66.json,RS_Clean images_cropped/237-3417653-341e8a81229788f0e4eff030bd337f66.jpg,1,2,2,1,1,[ 23.40833588   0.         317.97905146 340.           0.99995291]
../skintelligent-1-sep-2019/RS_Clean images/25-4553318-ffde925b5e9084f85e96076ab7bd7595.json,RS_Clean images_cropped/25-4553318-ffde925b5e9084f85e96076ab7bd7595.jpg,1,1,1,2,1,[ 24.81392603   0.         313.32457067 334.3983469    0.9655239 ]
../skintelligent-1-sep-2019/pigmentation/36_left.json,Google_Clean images_cropped/pigmentation/36_left.png,1,1,1,3,1,[ 26.54508438   0.         500.         681.71520998   0.99992526]
../skintelligent-1-sep-2019/acne/273_right.json,Google_Clean images_cropped/acne/273_right.png,1,1,1,1,1,[  0.           0.         470.         788.           0.99993777]
../skintelligent-1-sep-2019/acne/232_left.json,Google_Clean images_cropped/acne/232_left.png,1,1,1,1,3,[  7.09344504   0.         629.67090445 720.           0.9999423 ]
../skintelligent-1-sep-2019/RS_Clean images/106611-4810208-4b89123875c5860c3e9edbefdc37534d.json,RS_Clean images_cropped/106611-4810208-4b89123875c5860c3e9edbefdc37534d.jpg,2,2,2,1,1,[ 22.95980982   0.         298.31304845 340.           0.99964917]
../skintelligent-1-sep-2019/RS_Clean images/25-3418019-3361a07cf2415d9f46ea5bde54e3905f.json,RS_Clean images_cropped/25-3418019-3361a07cf2415d9f46ea5bde54e3905f.jpg,1,2,1,2,1,[ 23.58963085   0.         328.12016868 340.           0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/106611-4849641-853e922eb6a03bb3740faf43bfcb5b53.json,RS_Clean images_cropped/106611-4849641-853e922eb6a03bb3740faf43bfcb5b53.jpg,3,1,2,1,1,[ 19.99324462   0.         321.21951791 339.91437728   0.99556941]
../skintelligent-1-sep-2019/RS_Clean images/106611-7810210-8a57e46ad80106f05d4913e037cfc8ec.json,RS_Clean images_cropped/106611-7810210-8a57e46ad80106f05d4913e037cfc8ec.jpg,1,1,1,1,1,[  0.           0.         201.42009252 209.           0.99926335]
../skintelligent-1-sep-2019/RS_Clean images/25-2025744-bb8df7d6844bd306f85ee4852c8d098c.json,RS_Clean images_cropped/25-2025744-bb8df7d6844bd306f85ee4852c8d098c.jpg,2,2,1,1,1,[110.74062387   4.34953047 247.43329837 207.97407909   0.99995756]
../skintelligent-1-sep-2019/RS_Clean images/106611-7613666-8e60595d2028397ffc3e342645780c86.json,RS_Clean images_cropped/106611-7613666-8e60595d2028397ffc3e342645780c86.jpg,1,1,1,1,1,[ 45.76391261   0.         271.94577504 332.06013695   0.99985623]
../skintelligent-1-sep-2019/RS_Clean images/106611-7660592-6468c085271b1f192deda56a77f58200.json,RS_Clean images_cropped/106611-7660592-6468c085271b1f192deda56a77f58200.jpg,1,1,3,2,1,[ 47.11734276   0.         290.53588892 323.80459393   0.99999762]
../skintelligent-1-sep-2019/RS_Clean images/106611-8972710-2093b3a8ca8700dc8cd33fbe8c5c79e6.json,RS_Clean images_cropped/106611-8972710-2093b3a8ca8700dc8cd33fbe8c5c79e6.jpg,1,1,1,1,1,[ 79.37584253  24.53039237 250.45092134 285.3555496    0.98003447]
../skintelligent-1-sep-2019/RS_Clean images/25-363739-d28475f96db3a7d8fa118e67bd9f41af.json,RS_Clean images_cropped/25-363739-d28475f96db3a7d8fa118e67bd9f41af.jpg,2,3,1,1,1,
../skintelligent-1-sep-2019/skin tone and uneveness/59_right.json,Google_Clean images_cropped/skin tone and uneveness/59_right.png,1,1,1,2,1,[ 74.14146995   0.         368.61750726 411.10651286   0.99998057]
../skintelligent-1-sep-2019/RS_Clean images/215-1357091-b6de59e004d39edf1d359e42b8b11b54.json,RS_Clean images_cropped/215-1357091-b6de59e004d39edf1d359e42b8b11b54.jpg,1,1,2,3,1,[  0.           0.         340.         463.           0.99985838]
../skintelligent-1-sep-2019/fine lines/Dysport-after-5047706-3066886.json,Google_Clean images_cropped/fine lines/Dysport-after-5047706-3066886.png,1,1,1,1,1,[ 56.1173084    0.         285.11043814 310.22818284   0.99814296]
../skintelligent-1-sep-2019/RS_Clean images/25-4644637-87807b57eca87e1af6496b6c6fae83c8.json,RS_Clean images_cropped/25-4644637-87807b57eca87e1af6496b6c6fae83c8.jpg,3,3,2,1,1,[  0.           0.         340.         340.           0.99995148]
../skintelligent-1-sep-2019/fine lines/1619525-2180771.json,Google_Clean images_cropped/fine lines/1619525-2180771.png,1,1,1,1,1,[ 16.88594857   0.         238.         361.           0.99858391]
../skintelligent-1-sep-2019/RS_Clean images/25-5172937-18750e5d2846c7e1363a0f9557ce590b.json,RS_Clean images_cropped/25-5172937-18750e5d2846c7e1363a0f9557ce590b.jpg,2,2,1,1,1,[ 85.84666093   8.1668319  242.14269258 243.46896509   0.99999642]
../skintelligent-1-sep-2019/brightness/77_left.json,Google_Clean images_cropped/brightness/77_left.png,1,1,1,3,1,[ 13.44202192   0.         270.         389.           0.99957985]
../skintelligent-1-sep-2019/RS_Clean images/106611-8506039-5b8cc742fbd1a78176c4201ef6325a00.json,RS_Clean images_cropped/106611-8506039-5b8cc742fbd1a78176c4201ef6325a00.jpg,1,1,1,3,1,[  0.           0.         286.         425.           0.99826628]
../skintelligent-1-sep-2019/RS_Clean images/25-2227948-9c4246d348b06b761f73d711f38940b4.json,RS_Clean images_cropped/25-2227948-9c4246d348b06b761f73d711f38940b4.jpg,2,3,2,2,1,[ 54.74475901   0.         291.85139785 333.34875415   0.99989188]
../skintelligent-1-sep-2019/RS_Clean images/25-8569057-8ef6862922a995609f8324f9ac66c292.json,RS_Clean images_cropped/25-8569057-8ef6862922a995609f8324f9ac66c292.jpg,3,3,3,1,1,[ 30.13478497   6.7813099  253.50842523 330.22610689   0.99997461]
../skintelligent-1-sep-2019/skin tone and uneveness/163_right.json,Google_Clean images_cropped/skin tone and uneveness/163_right.png,1,1,1,3,1,[  3.86952193   0.         240.         390.           0.99998033]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-after-4289835-2923448.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-after-4289835-2923448.png,2,1,2,3,1,[ 53.720043     0.         306.67009774 340.           0.99999332]
../skintelligent-1-sep-2019/crows feet/George-Clooney7.json,Google_Clean images_cropped/crows feet/George-Clooney7.jpg,3,2,2,1,1,[ 35.67040892   0.         246.79700901 283.05361728   0.99995863]
../skintelligent-1-sep-2019/RS_Clean images/106611-7139828-f16346fe0dde5b713b602194305f6463.json,RS_Clean images_cropped/106611-7139828-f16346fe0dde5b713b602194305f6463.jpg,1,2,1,1,1,[  3.84500304   0.         320.25965008 340.           0.99687827]
../skintelligent-1-sep-2019/RS_Clean images/106611-4963874-9312abe6a5afc7386758f28c87ffe75f.json,RS_Clean images_cropped/106611-4963874-9312abe6a5afc7386758f28c87ffe75f.jpg,1,1,1,2,1,[ 17.20660019   0.         324.8474865  340.           0.99903071]
